director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
BobGosse,GeoffStults,SusieAbromeit,DerekWayneJohnson,comedy,I Hope They Serve Beer in Hell,GeoffStults SusieAbromeit DerekWayneJohnson BobGosse comedy
AlexZamm,TaylorNegron,RaquelWelch,LarryMiller,comedy,Chairman of the Board,TaylorNegron RaquelWelch LarryMiller AlexZamm comedy
SpencerSusser,JosephGordon-Levitt,NataliePortman,RainnWilson,drama,Hesher,JosephGordon-Levitt NataliePortman RainnWilson SpencerSusser drama
RichardShepard,RichardE.Grant,MarkWingett,RichardGraham,comedy crime drama,Dom Hemingway,RichardE.Grant MarkWingett RichardGraham RichardShepard comedy crime drama
GusVanSant,MattDamon,CaseyAffleck,RichardGraham,adventure drama mystery,Gerry,MattDamon CaseyAffleck RichardGraham GusVanSant adventure drama mystery
ThaddeusO'Sullivan,OliviaWilliams,LukeNewberry,EleanorBron,drama romance,The Heart of Me,OliviaWilliams LukeNewberry EleanorBron ThaddeusO'Sullivan drama romance
PeterSollett,SteveCarell,JoshCharles,LukeGrimes,biography drama romance,Freeheld,SteveCarell JoshCharles LukeGrimes PeterSollett biography drama romance
ShariSpringerBerman,LynnCohen,MarianSeldes,DanHedaya,comedy,The Extra Man,LynnCohen MarianSeldes DanHedaya ShariSpringerBerman comedy
AlekseyGerman,LeonidYarmolnik,YuriyTsurilo,ValentinGolubenko,drama sci-fi,Hard to Be a God,LeonidYarmolnik YuriyTsurilo ValentinGolubenko AlekseyGerman drama sci-fi
StephenMilburnAnderson,ChrisHemsworth,MikeStarr,PaulSanchez,comedy crime thriller,Ca$h,ChrisHemsworth MikeStarr PaulSanchez StephenMilburnAnderson comedy crime thriller
RichardE.Grant,EmilyWatson,JulieWalters,MirandaRichardson,drama,Wah-Wah,EmilyWatson JulieWalters MirandaRichardson RichardE.Grant drama
TroyDuffy,NormanReedus,DavidDellaRocco,BobMarley,action crime thriller,The Boondock Saints,NormanReedus DavidDellaRocco BobMarley TroyDuffy action crime thriller
DavidLam,MichaelWong,LouisKoo,StephenAu,action crime,Z Storm,MichaelWong LouisKoo StephenAu DavidLam action crime
FrancisFordCoppola,AldenEhrenreich,BruceDern,JoanneWhalley,comedy fantasy horror mystery,Twixt,AldenEhrenreich BruceDern JoanneWhalley FrancisFordCoppola comedy fantasy horror mystery
VladlenBarbe,ErinFitzgerald,WendeeLee,IvanOkhlobystin,adventure animation family,Snow Queen,ErinFitzgerald WendeeLee IvanOkhlobystin VladlenBarbe adventure animation family
RichardRich,DebiDerryberry,KateHiggins,CindyRobinson,action adventure animation comedy drama family fantasy thriller,Alpha and Omega 4: The Legend of the Saw Toothed Cave,DebiDerryberry KateHiggins CindyRobinson RichardRich action adventure animation comedy drama family fantasy thriller
ClintEastwood,ClintEastwood,ChrisPenn,SydneyPenny,western,Pale Rider,ClintEastwood ChrisPenn SydneyPenny ClintEastwood western
RobertC.Cooper,BenBrowder,ChristopherJudge,JulianSands,action adventure drama fantasy sci-fi,Stargate: The Ark of Truth,BenBrowder ChristopherJudge JulianSands RobertC.Cooper action adventure drama fantasy sci-fi
RichardLinklater,MillaJovovich,AdamGoldberg,ColeHauser,comedy,Dazed and Confused,MillaJovovich AdamGoldberg ColeHauser RichardLinklater comedy
KennyOrtega,LucasGrabeel,CorbinBleu,OlesyaRulin,comedy drama family music musical romance,High School Musical 2,LucasGrabeel CorbinBleu OlesyaRulin KennyOrtega comedy drama family music musical romance
KimNguyen,GordonPinsent,JustinEdwardSeale,JohnRalston,drama romance,Two Lovers and a Bear,GordonPinsent JustinEdwardSeale JohnRalston KimNguyen drama romance
JackieEarleHaley,RexBaker,EdiGathegi,TravisAaronWade,crime drama thriller,Criminal Activities,RexBaker EdiGathegi TravisAaronWade JackieEarleHaley crime drama thriller
MaxFärberböck,HeikeMakatsch,JohannaWokalek,MariaSchrader,biography drama romance war,Aimee & Jaguar,HeikeMakatsch JohannaWokalek MariaSchrader MaxFärberböck biography drama romance war
AriePosin,RoryCulkin,JohnHeard,TimDeKay,comedy drama,The Chumscrubber,RoryCulkin JohnHeard TimDeKay AriePosin comedy drama
DamianNieman,GlennPlummer,JasonCerbone,MarkDeAlessandro,crime thriller,Shade,GlennPlummer JasonCerbone MarkDeAlessandro DamianNieman crime thriller
MarkTonderai,JenniferLawrence,NolanGerardFunk,GilBellows,drama horror thriller,House at the End of the Street,JenniferLawrence NolanGerardFunk GilBellows MarkTonderai drama horror thriller
DenisVilleneuve,LubnaAzabal,MélissaDésormeaux-Poulin,AhmadMassad,drama mystery war,Incendies,LubnaAzabal MélissaDésormeaux-Poulin AhmadMassad DenisVilleneuve drama mystery war
GabrieleMuccino,LauraMorante,SilvioMuccino,GiuliaMichelini,comedy drama romance,"Remember Me, My Love",LauraMorante SilvioMuccino GiuliaMichelini GabrieleMuccino comedy drama romance
IanFitzgibbon,JimBroadbent,BrendanCoyle,MichaelMcElhatton,action comedy crime drama romance thriller,Perrier's Bounty,JimBroadbent BrendanCoyle MichaelMcElhatton IanFitzgibbon action comedy crime drama romance thriller
JoséPadilha,WagnerMoura,FernandaMachado,AndréRamiro,action crime drama thriller,Elite Squad,WagnerMoura FernandaMachado AndréRamiro JoséPadilha action crime drama thriller
JohnR.Leonetti,AlfreWoodard,AnnabelleWallis,GabrielBateman,horror mystery,Annabelle,AlfreWoodard AnnabelleWallis GabrielBateman JohnR.Leonetti horror mystery
RachelPerkins,DeborahMailman,MagdaSzubanski,JessicaMauboy,comedy drama musical,Bran Nue Dae,DeborahMailman MagdaSzubanski JessicaMauboy RachelPerkins comedy drama musical
JohnSingleton,JohnCothran,LloydAveryII,Na'BlonkaDurden,crime drama,Boyz n the Hood,JohnCothran LloydAveryII Na'BlonkaDurden JohnSingleton crime drama
LuisValdez,EsaiMorales,RosannaDeSoto,DaniellevonZerneck,biography drama music,La Bamba,EsaiMorales RosannaDeSoto DaniellevonZerneck LuisValdez biography drama music
AlanAlda,RitaMoreno,LenCariou,SandyDennis,comedy drama,The Four Seasons,RitaMoreno LenCariou SandyDennis AlanAlda comedy drama
BrianDePalma,AngieDickinson,DavidMargulies,NancyAllen,mystery romance thriller,Dressed to Kill,AngieDickinson DavidMargulies NancyAllen BrianDePalma mystery romance thriller
StephenSommers,CurtisArmstrong,FrancesConroy,AnneHeche,adventure comedy drama family,The Adventures of Huck Finn,CurtisArmstrong FrancesConroy AnneHeche StephenSommers adventure comedy drama family
DougLiman,SarahPolley,JayMohr,ScottWolf,comedy crime,Go,SarahPolley JayMohr ScottWolf DougLiman comedy crime
NicoleHolofcener,GregGermann,MarinHinkle,JakeCherry,comedy drama romance,Friends with Money,GregGermann MarinHinkle JakeCherry NicoleHolofcener comedy drama romance
RobertWise,DavidWayne,PaulaKelly,EricChristmas,sci-fi thriller,The Andromeda Strain,DavidWayne PaulaKelly EricChristmas RobertWise sci-fi thriller
LouisMorneau,Leon,BobGunton,NedBellamy,horror sci-fi thriller,Bats,Leon BobGunton NedBellamy LouisMorneau horror sci-fi thriller
CarolineLink,MerabNinidze,JulianeKöhler,MatthiasHabich,biography drama,Nowhere in Africa,MerabNinidze JulianeKöhler MatthiasHabich CarolineLink biography drama
SteveMcQueen,MichaelFassbender,NicoleBeharie,JamesBadgeDale,drama,Shame,MichaelFassbender NicoleBeharie JamesBadgeDale SteveMcQueen drama
MatthewVaughn,TomHardy,SallyHawkins,JamieForeman,crime drama thriller,Layer Cake,TomHardy SallyHawkins JamieForeman MatthewVaughn crime drama thriller
SterlingVanWagenen,EmilyPodleski,EricJohnson,BrendaStrong,drama western,The Work and the Glory II: American Zion,EmilyPodleski EricJohnson BrendaStrong SterlingVanWagenen drama western
ZalBatmanglij,AlexanderSkarsgård,JuliaOrmond,JasonRitter,drama thriller,The East,AlexanderSkarsgård JuliaOrmond JasonRitter ZalBatmanglij drama thriller
MichaelMayer,RobinWright,MattFrewer,SissySpacek,drama romance,A Home at the End of the World,RobinWright MattFrewer SissySpacek MichaelMayer drama romance
HansPetterMoland,CharlotteRampling,Sara-MarieMaltha,StellanSkarsgård,drama,Aberdeen,CharlotteRampling Sara-MarieMaltha StellanSkarsgård HansPetterMoland drama
OrenMoverman,SteveBuscemi,YayaDaCosta,EamonnWalker,drama romance war,The Messenger,SteveBuscemi YayaDaCosta EamonnWalker OrenMoverman drama romance war
IanSharp,RayWinstone,JedBrophy,TemueraMorrison,action adventure drama western,Tracker,RayWinstone JedBrophy TemueraMorrison IanSharp action adventure drama western
AntonCorbijn,SamRiley,SamanthaMorton,AlexandraMariaLara,biography drama music,Control,SamRiley SamanthaMorton AlexandraMariaLara AntonCorbijn biography drama music
JamesCameron,MichaelBiehn,BrianThompson,PaulWinfield,action sci-fi,The Terminator,MichaelBiehn BrianThompson PaulWinfield JamesCameron action sci-fi
WolfgangBecker,FlorianLukas,ChulpanKhamatova,BurghartKlaußner,drama romance,Good Bye Lenin!,FlorianLukas ChulpanKhamatova BurghartKlaußner WolfgangBecker drama romance
TomHooper,StephenGraham,MarkBazeley,MauriceRoëves,biography drama sport,The Damned United,StephenGraham MarkBazeley MauriceRoëves TomHooper biography drama sport
DanO'Bannon,MariaPiaCalzone,FortunatoCerlino,MarcoD'Amore,crime drama thriller,Gomorrah            ,MariaPiaCalzone FortunatoCerlino MarcoD'Amore DanO'Bannon crime drama thriller
KevinSmith,EthanSuplee,JasonMewes,JoeyLaurenAdams,comedy romance,Mallrats,EthanSuplee JasonMewes JoeyLaurenAdams KevinSmith comedy romance
RandalKleiser,OliviaNewton-John,StockardChanning,SidCaesar,musical romance,Grease,OliviaNewton-John StockardChanning SidCaesar RandalKleiser musical romance
OliverStone,JohnnyDepp,TomBerenger,KevinDillon,drama war,Platoon,JohnnyDepp TomBerenger KevinDillon OliverStone drama war
MichaelMoore,OsamabinLaden,StevieWonder,RickyMartin,documentary drama war,Fahrenheit 9/11,OsamabinLaden StevieWonder RickyMartin MichaelMoore documentary drama war
GeorgeRoyHill,KatharineRoss,TedCassidy,KennethMars,biography crime drama western,Butch Cassidy and the Sundance Kid,KatharineRoss TedCassidy KennethMars GeorgeRoyHill biography crime drama western
RobertStevenson,EdWynn,GlynisJohns,ElsaLanchester,comedy family fantasy musical,Mary Poppins,EdWynn GlynisJohns ElsaLanchester RobertStevenson comedy family fantasy musical
RobertRedford,AdamBaldwin,ElizabethMcGovern,JuddHirsch,drama,Ordinary People,AdamBaldwin ElizabethMcGovern JuddHirsch RobertRedford drama
FrankCoraci,JimBroadbent,SteveCoogan,CécileDeFrance,action adventure comedy,Around the World in 80 Days,JimBroadbent SteveCoogan CécileDeFrance FrankCoraci action adventure comedy
JeromeRobbins,RitaMoreno,GeorgeChakiris,RichardBeymer,crime drama musical romance thriller,West Side Story,RitaMoreno GeorgeChakiris RichardBeymer JeromeRobbins crime drama musical romance thriller
HaroldRamis,BillMurray,RodneyDangerfield,BrianDoyle-Murray,comedy sport,Caddyshack,BillMurray RodneyDangerfield BrianDoyle-Murray HaroldRamis comedy sport
GaryHardwick,JulieBenz,TatyanaAli,JeniferLewis,comedy drama,The Brothers,JulieBenz TatyanaAli JeniferLewis GaryHardwick comedy drama
RickFamuyiwa,OmarEpps,TamalaJones,RichardT.Jones,comedy drama romance,The Wood,OmarEpps TamalaJones RichardT.Jones RickFamuyiwa comedy drama romance
BryanSinger,KevinSpacey,ChazzPalminteri,KevinPollak,crime drama mystery thriller,The Usual Suspects,KevinSpacey ChazzPalminteri KevinPollak BryanSinger crime drama mystery thriller
StephenHopkins,LisaWilcox,KellyJoMinter,MatthewBorlenghi,fantasy horror romance thriller,A Nightmare on Elm Street 5: The Dream Child,LisaWilcox KellyJoMinter MatthewBorlenghi StephenHopkins fantasy horror romance thriller
WaltBecker,RyanReynolds,CurtisArmstrong,ErikEstrada,comedy romance,Van Wilder: Party Liaison,RyanReynolds CurtisArmstrong ErikEstrada WaltBecker comedy romance
DarrenAronofsky,MarkMargolis,JohnD'Leo,AjayNaidu,drama sport,The Wrestler,MarkMargolis JohnD'Leo AjayNaidu DarrenAronofsky drama sport
KingVidor,JosephCotten,LillianGish,JenniferJones,drama romance western,Duel in the Sun,JosephCotten LillianGish JenniferJones KingVidor drama romance western
ChristopherGuest,JohnMichaelHiggins,CatherineO'Hara,MichaelMcKean,comedy,Best in Show,JohnMichaelHiggins CatherineO'Hara MichaelMcKean ChristopherGuest comedy
JohnCarpenter,DonaldPleasence,AdrienneBarbeau,TomAtkins,action sci-fi,Escape from New York,DonaldPleasence AdrienneBarbeau TomAtkins JohnCarpenter action sci-fi
SpikeLee,TishaCampbell-Martin,OssieDavis,BillNunn,comedy drama musical,School Daze,TishaCampbell-Martin OssieDavis BillNunn SpikeLee comedy drama musical
FredSavage,LochlynMunro,BrianDoyle-Murray,TamalaJones,comedy family,Daddy Day Camp,LochlynMunro BrianDoyle-Murray TamalaJones FredSavage comedy family
SammoKam-BoHung,SammoKam-BoHung,RichardNorton,RachelBlakely,action comedy crime,Mr. Nice Guy,SammoKam-BoHung RichardNorton RachelBlakely SammoKam-BoHung action comedy crime
ChristopherGuest,MichaelMcKean,ChristopherGuest,LauraHarris,comedy music,A Mighty Wind,MichaelMcKean ChristopherGuest LauraHarris ChristopherGuest comedy music
DonaldPetrie,JuliaRoberts,LiliTaylor,ConchataFerrell,comedy drama romance,Mystic Pizza,JuliaRoberts LiliTaylor ConchataFerrell DonaldPetrie comedy drama romance
DonaldPetrie,JimBroadbent,TuppenceMiddleton,LilyJames,drama history romance war,War & Peace            ,JimBroadbent TuppenceMiddleton LilyJames DonaldPetrie drama history romance war
PeterHowitt,JeanneTripplehorn,KevinMcNally,JohnLynch,comedy drama fantasy romance,Sliding Doors,JeanneTripplehorn KevinMcNally JohnLynch PeterHowitt comedy drama fantasy romance
RustyCundieff,CorbinBernsen,ClarenceWilliamsIII,DavidAlanGrier,comedy horror thriller,Tales from the Hood,CorbinBernsen ClarenceWilliamsIII DavidAlanGrier RustyCundieff comedy horror thriller
KevinMacdonald,DavidOyelowo,SimonMcBurney,AbbyMukiibiNkaaga,biography drama history thriller,The Last King of Scotland,DavidOyelowo SimonMcBurney AbbyMukiibiNkaaga KevinMacdonald biography drama history thriller
DominiqueOthenin-Girard,DonaldPleasence,TamaraGlynn,TroyEvans,horror thriller,Halloween 5,DonaldPleasence TamaraGlynn TroyEvans DominiqueOthenin-Girard horror thriller
RichardLinklater,MatthewMcConaughey,BrandonSmith,RickDial,comedy crime drama,Bernie,MatthewMcConaughey BrandonSmith RickDial RichardLinklater comedy crime drama
Jean-JacquesMantello,CharlotteRampling,DarylHannah,RickDial,adventure documentary short,Dolphins and Whales 3D: Tribes of the Ocean,CharlotteRampling DarylHannah RickDial Jean-JacquesMantello adventure documentary short
EdHarris,JohnHeard,BudCort,AmyMadigan,biography drama,Pollock,JohnHeard BudCort AmyMadigan EdHarris biography drama
RisaBramonGarcia,JaneaneGarofalo,DaveChappelle,GabyHoffmann,comedy drama romance,200 Cigarettes,JaneaneGarofalo DaveChappelle GabyHoffmann RisaBramonGarcia comedy drama romance
BrianKlugman,J.K.Simmons,BradleyCooper,OliviaWilde,drama mystery romance thriller,The Words,J.K.Simmons BradleyCooper OliviaWilde BrianKlugman drama mystery romance thriller
MattPiedmont,WillFerrell,AdrianMartinez,LuisE.Carazo,comedy western,Casa de mi Padre,WillFerrell AdrianMartinez LuisE.Carazo MattPiedmont comedy western
RaymondDeFelitta,EzraMiller,CurtissCook,DominikGarcía-Lorido,comedy drama,City Island,EzraMiller CurtissCook DominikGarcía-Lorido RaymondDeFelitta comedy drama
JohnMichaelMcDonagh,DonCheadle,FionnulaFlanagan,WaleOjo,comedy crime thriller,The Guard,DonCheadle FionnulaFlanagan WaleOjo JohnMichaelMcDonagh comedy crime thriller
DebHagan,DrakeBell,AlonaTal,HaleyBennett,comedy,College,DrakeBell AlonaTal HaleyBennett DebHagan comedy
SofiaCoppola,KirstenDunst,KathleenTurner,ScottGlenn,drama romance,The Virgin Suicides,KirstenDunst KathleenTurner ScottGlenn SofiaCoppola drama romance
MarkHerman,JimBroadbent,AnnetteBadland,BrendaBlethyn,comedy drama music romance,Little Voice,JimBroadbent AnnetteBadland BrendaBlethyn MarkHerman comedy drama music romance
ZachCregger,HughM.Hefner,WindellMiddlebrooks,RaquelAlessi,comedy romance,Miss March,HughM.Hefner WindellMiddlebrooks RaquelAlessi ZachCregger comedy romance
ZachBraff,JimParsons,JoshGad,MichaelWeston,comedy drama,Wish I Was Here,JimParsons JoshGad MichaelWeston ZachBraff comedy drama
MarkTarlov,SarahMichelleGellar,DylanBaker,LawrenceGilliardJr.,comedy drama fantasy romance,Simply Irresistible,SarahMichelleGellar DylanBaker LawrenceGilliardJr. MarkTarlov comedy drama fantasy romance
MarkTarlov,FrancisCapra,JasonDohring,EnricoColantoni,crime drama mystery,Veronica Mars            ,FrancisCapra JasonDohring EnricoColantoni MarkTarlov crime drama mystery
JohnCameronMitchell,JohnCameronMitchell,MiriamShor,AndreaMartin,comedy drama music musical,Hedwig and the Angry Inch,JohnCameronMitchell MiriamShor AndreaMartin JohnCameronMitchell comedy drama music musical
SheldonLettich,AntoniCorone,RyanBollman,ToddSusman,action drama,Only the Strong,AntoniCorone RyanBollman ToddSusman SheldonLettich action drama
JonKnautz,RachelAlig,MondaScott,AlexisKendra,drama horror mystery thriller,Goddess of Love,RachelAlig MondaScott AlexisKendra JonKnautz drama horror mystery thriller
BillyRay,HaydenChristensen,RosarioDawson,CasAnvar,drama history,Shattered Glass,HaydenChristensen RosarioDawson CasAnvar BillyRay drama history
DavidAtkins,ChelcieRoss,LynneThigpen,PollyNoonan,comedy crime drama thriller,Novocaine,ChelcieRoss LynneThigpen PollyNoonan DavidAtkins comedy crime drama thriller
PatrickStettner,StockardChanning,TonyDevon,FrederickWeller,drama thriller,The Business of Strangers,StockardChanning TonyDevon FrederickWeller PatrickStettner drama thriller
SamPeckinpah,WilliamHolden,WarrenOates,L.Q.Jones,action adventure western,The Wild Bunch,WilliamHolden WarrenOates L.Q.Jones SamPeckinpah action adventure western
JonathanLevine,Mary-KateOlsen,AaronYoo,MethodMan,comedy drama romance,The Wackness,Mary-KateOlsen AaronYoo MethodMan JonathanLevine comedy drama romance
MichaelCrichton,Lesley-AnneDown,MichaelElphick,PamelaSalem,adventure crime drama thriller,The Great Train Robbery,Lesley-AnneDown MichaelElphick PamelaSalem MichaelCrichton adventure crime drama thriller
LynneRamsay,SamanthaMorton,BryanDick,PaulPopplewell,drama,Morvern Callar,SamanthaMorton BryanDick PaulPopplewell LynneRamsay drama
SylvioTabet,MichaelBerryman,KariWuhrer,MarcSinger,action adventure fantasy sci-fi,Beastmaster 2: Through the Portal of Time,MichaelBerryman KariWuhrer MarcSinger SylvioTabet action adventure fantasy sci-fi
RickBieber,AidanQuinn,KendrickCross,SammyNagiNjuguna,biography drama sport,The 5th Quarter,AidanQuinn KendrickCross SammyNagiNjuguna RickBieber biography drama sport
