director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
DesireeAkhavan,ChloëGraceMoretz,SashaLane,JohnGallagher,drama,The Miseducation of Cameron Post,ChloëGraceMoretz SashaLane JohnGallagher DesireeAkhavan drama
AugustineFrizzell,MaiaMitchell,CamilaMorrone,KyleMooney,comedy,Never Goin' Back,MaiaMitchell CamilaMorrone KyleMooney AugustineFrizzell comedy
KenMarino,NinaDobrev,FinnWolfhard,VanessaHudgens,romance  comedy  drama,Dog Days,NinaDobrev FinnWolfhard VanessaHudgens KenMarino romance  comedy  drama
JonTurteltaub,JasonStatham,LiBingbing,RainnWilson,action  science fiction  horror,The Meg,JasonStatham LiBingbing RainnWilson JonTurteltaub action  science fiction  horror
SpikeLee,JohnDavidWashington,AdamDriver,LauraHarrier,crime  drama  comedy  history,BlacKkKlansman,JohnDavidWashington AdamDriver LauraHarrier SpikeLee crime  drama  comedy  history
SylvainWhite,JoeyKing,JuliaGoldaniTelles,JazSinclair,horror  mystery  thriller,Slender Man,JoeyKing JuliaGoldaniTelles JazSinclair SylvainWhite horror  mystery  thriller
Jean-StéphaneSauvaire,JoeCole,unknown,unknown,drama  action  crime,A Prayer Before Dawn,JoeCole unknown unknown Jean-StéphaneSauvaire drama  action  crime
JonM.Chu,ConstanceWu,HenryGolding,GemmaChan,comedy  drama  romance,Crazy Rich Asians,ConstanceWu HenryGolding GemmaChan JonM.Chu comedy  drama  romance
AlbertHughes,KodiSmit-McPhee,LeonorVarela,JensHultén,adventure  drama,Alpha,KodiSmit-McPhee LeonorVarela JensHultén AlbertHughes adventure  drama
PeterBerg,MarkWahlberg,JohnMalkovich,LaurenCohan,action  thriller,Mile 22,MarkWahlberg JohnMalkovich LaurenCohan PeterBerg action  thriller
BjörnRunge,GlennClose,JonathanPryce,ChristianSlater,drama,The Wife,GlennClose JonathanPryce ChristianSlater BjörnRunge drama
JamesCox,AnselElgort,TaronEgerton,KevinSpacey,drama  thriller,Billionaire Boys Club,AnselElgort TaronEgerton KevinSpacey JamesCox drama  thriller
JessePeretz,EthanHawke,RoseByrne,unknown,comedy  drama  romance,"Juliet, Naked",EthanHawke RoseByrne unknown JessePeretz comedy  drama  romance
RodrigoCortés,AnnaSophiaRobb,UmaThurman,IsabelleFuhrman,thriller  drama  fantasy  horror,Down a Dark Hall,AnnaSophiaRobb UmaThurman IsabelleFuhrman RodrigoCortés thriller  drama  fantasy  horror
SusanJohnson,LanaCondor,NoahCentineo,AnnaCathcart,comedy  romance,To All the Boys I've Loved Before,LanaCondor NoahCentineo AnnaCathcart SusanJohnson comedy  romance
BrianHenson,MelissaMcCarthy,MayaRudolph,JoelMcHale,action  comedy  crime,The Happytime Murders,MelissaMcCarthy MayaRudolph JoelMcHale BrianHenson action  comedy  crime
AneeshChaganty,JohnCho,DebraMessing,unknown,thriller  mystery  drama,Searching,JohnCho DebraMessing unknown AneeshChaganty thriller  mystery  drama
MichaelNoer,CharlieHunnam,RamiMalek,unknown,drama  history  crime,Papillon,CharlieHunnam RamiMalek unknown MichaelNoer drama  history  crime
OliverDaly,AlexNeustaedter,BeckyG,AlexMacNicoll,science fiction  action  adventure  family,A.X.L.,AlexNeustaedter BeckyG AlexMacNicoll OliverDaly science fiction  action  adventure  family
ChrisWeitz,OscarIsaac,BenKingsley,LiorRaz,drama  history  thriller,Operation Finale,OscarIsaac BenKingsley LiorRaz ChrisWeitz drama  history  thriller
"JonathanBaker,JoshBaker",MylesTruitt,JackReynor,ZoëKravitz,crime  drama  thriller,Kin,"MylesTruitt JackReynor ZoëKravitz JonathanBaker,JoshBaker crime  drama  thriller"
LennyAbrahamson,DomhnallGleeson,RuthWilson,WillPoulter,mystery  drama  horror  history,The Little Stranger,DomhnallGleeson RuthWilson WillPoulter LennyAbrahamson mystery  drama  horror  history
VictorLevin,WinonaRyder,KeanuReeves,unknown,romance  comedy  drama,Destination Wedding,WinonaRyder KeanuReeves unknown VictorLevin romance  comedy  drama
CorinHardy,DemiánBichir,TaissaFarmiga,JonasBloquet,horror  mystery  thriller,The Nun,DemiánBichir TaissaFarmiga JonasBloquet CorinHardy horror  mystery  thriller
PierreMorel,JenniferGarner,JohnOrtiz,JuanPabloRaba,action  thriller,Peppermint,JenniferGarner JohnOrtiz JuanPabloRaba PierreMorel action  thriller
ShaneBlack,BoydHolbrook,TrevanteRhodes,JacobTremblay,science fiction  action  adventure  comedy,The Predator,BoydHolbrook TrevanteRhodes JacobTremblay ShaneBlack science fiction  action  adventure  comedy
YannDemange,MatthewMcConaughey,RichieMerritt,BelPowley,crime  drama,White Boy Rick,MatthewMcConaughey RichieMerritt BelPowley YannDemange crime  drama
PaulFeig,AnnaKendrick,BlakeLively,HenryGolding,crime  thriller  mystery  comedy,A Simple Favor,AnnaKendrick BlakeLively HenryGolding PaulFeig crime  thriller  mystery  comedy
RichardEyre,EmmaThompson,StanleyTucci,FionnWhitehead,drama,The Children Act,EmmaThompson StanleyTucci FionnWhitehead RichardEyre drama
CraigWilliamMacneill,ChloëSevigny,KristenStewart,JayHuguley,crime  drama  thriller,Lizzie,ChloëSevigny KristenStewart JayHuguley CraigWilliamMacneill crime  drama  thriller
HaroldCronk,SamuelHunt,MerrittPatterson,VanessaBellCalloway,drama,Unbroken: Path to Redemption,SamuelHunt MerrittPatterson VanessaBellCalloway HaroldCronk drama
StephenCognetti,VasileFlutur,JillianGeurts,JoyShatz,horror,Hell House LLC II: The Abaddon Hotel,VasileFlutur JillianGeurts JoyShatz StephenCognetti horror
EliRoth,JackBlack,CateBlanchett,OwenVaccaro,fantasy  family  comedy  horror,The House with a Clock in Its Walls,JackBlack CateBlanchett OwenVaccaro EliRoth fantasy  family  comedy  horror
DanFogelman,OscarIsaac,OliviaWilde,MandyPatinkin,drama  romance,Life Itself,OscarIsaac OliviaWilde MandyPatinkin DanFogelman drama  romance
JacquesAudiard,JohnC.Reilly,JoaquinPhoenix,JakeGyllenhaal,western  drama  adventure,The Sisters Brothers,JohnC.Reilly JoaquinPhoenix JakeGyllenhaal JacquesAudiard western  drama  adventure
SamLevinson,OdessaYoung,SukiWaterhouse,HariNef,thriller  horror,Assassination Nation,OdessaYoung SukiWaterhouse HariNef SamLevinson thriller  horror
WashWestmoreland,KeiraKnightley,DominicWest,unknown,drama  history,Colette,KeiraKnightley DominicWest unknown WashWestmoreland drama  history
ChristianCarion,GuillaumeCanet,MelanieLaurent,unknown,crime  drama  mystery,My Son,GuillaumeCanet MelanieLaurent unknown ChristianCarion crime  drama  mystery
LisaDapolito,GildaRadner,unknown,unknown,documentary,"Love, Gilda",GildaRadner unknown unknown LisaDapolito documentary
KenjiNagasaki,JustinBriner,ChristopherR.Sabat,CliffordChapin,animation  action  adventure  fantasy,My Hero Academia: Two Heroes,JustinBriner ChristopherR.Sabat CliffordChapin KenjiNagasaki animation  action  adventure  fantasy
KareyKirkpatrick,ChanningTatum,JamesCorden,Zendaya,family  animation  adventure  fantasy,Smallfoot,ChanningTatum JamesCorden Zendaya KareyKirkpatrick family  animation  adventure  fantasy
MalcolmD.Lee,KevinHart,TiffanyHaddish,RobRiggle,comedy,Night School,KevinHart TiffanyHaddish RobRiggle MalcolmD.Lee comedy
DavidLowery,RobertRedford,CaseyAffleck,DannyGlover,comedy  crime  drama,The Old Man & the Gun,RobertRedford CaseyAffleck DannyGlover DavidLowery comedy  crime  drama
GregoryPlotkin,BexTaylor-Klaus,AmyForsyth,ReignEdwards,horror,Hell Fest,BexTaylor-Klaus AmyForsyth ReignEdwards GregoryPlotkin horror
DaveChristiano,NicholasX.Parsons,PattyDuke,MichaelGross,none,Power of the Air,NicholasX.Parsons PattyDuke MichaelGross DaveChristiano none
RubenFleischer,TomHardy,MichelleWilliams,RizAhmed,science fiction  action,Venom,TomHardy MichelleWilliams RizAhmed RubenFleischer science fiction  action
BradleyCooper,BradleyCooper,LadyGaga,SamElliott,drama  romance  music,A Star Is Born,BradleyCooper LadyGaga SamElliott BradleyCooper drama  romance  music
GeorgeTillmanJr.,AmandlaStenberg,ReginaHall,RussellHornsby,crime  drama,The Hate U Give,AmandlaStenberg ReginaHall RussellHornsby GeorgeTillmanJr. crime  drama
RupertEverett,RupertEverett,ColinFirth,ColinMorgan,drama,The Happy Prince,RupertEverett ColinFirth ColinMorgan RupertEverett drama
DamienChazelle,RyanGosling,ClaireFoy,JasonClarke,history  drama,First Man,RyanGosling ClaireFoy JasonClarke DamienChazelle history  drama
DrewGoddard,JeffBridges,CynthiaErivo,DakotaJohnson,thriller  drama  mystery  crime,Bad Times at the El Royale,JeffBridges CynthiaErivo DakotaJohnson DrewGoddard thriller  drama  mystery  crime
AriSandel,WendiMcLendon-Covey,MadisonIseman,JeremyRayTaylor,adventure  comedy  fantasy  family  horror,Goosebumps 2: Haunted Halloween,WendiMcLendon-Covey MadisonIseman JeremyRayTaylor AriSandel adventure  comedy  fantasy  family  horror
FelixvanGroeningen,SteveCarell,TimothéeChalamet,MauraTierney,drama,Beautiful Boy,SteveCarell TimothéeChalamet MauraTierney FelixvanGroeningen drama
IkeBarinholtz,IkeBarinholtz,TiffanyHaddish,NoraDunn,comedy,The Oath,IkeBarinholtz TiffanyHaddish NoraDunn IkeBarinholtz comedy
NickSearcy,EarlBillings,DeanCain,SarahJaneMorris,drama  crime,Gosnell: The Trial of America's Biggest Serial Killer,EarlBillings DeanCain SarahJaneMorris NickSearcy drama  crime
"HannahMarks,JoeyPower",HannahMarks,JoeyPower(directors/screenplay),JeremyAllenWhite,comedy  drama  romance,After Everything,"HannahMarks JoeyPower(directors/screenplay) JeremyAllenWhite HannahMarks,JoeyPower comedy  drama  romance"
DavidGordonGreen,JamieLeeCurtis,JudyGreer,AndiMatichak,horror  thriller,Halloween,JamieLeeCurtis JudyGreer AndiMatichak DavidGordonGreen horror  thriller
MarielleHeller,MelissaMcCarthy,RichardE.Grant,unknown,drama  crime  comedy,Can You Ever Forgive Me?,MelissaMcCarthy RichardE.Grant unknown MarielleHeller drama  crime  comedy
JonahHill,SunnySuljic,LucasHedges,KatherineWaterston,drama  comedy,Mid90s,SunnySuljic LucasHedges KatherineWaterston JonahHill drama  comedy
PaulDano,CareyMulligan,JakeGyllenhaal,EdOxenbould,drama,Wildlife,CareyMulligan JakeGyllenhaal EdOxenbould PaulDano drama
ElizabethChomko,HilarySwank,MichaelShannon,RobertForster,drama,What They Had,HilarySwank MichaelShannon RobertForster ElizabethChomko drama
DonovanMarsh,GerardButler,GaryOldman,Common,action  thriller,Hunter Killer,GerardButler GaryOldman Common DonovanMarsh action  thriller
DavidKerr,RowanAtkinson,OlgaKurylenko,BenMiller,action  adventure  comedy,Johnny English Strikes Again,RowanAtkinson OlgaKurylenko BenMiller DavidKerr action  adventure  comedy
LucaGuadagnino,DakotaJohnson,TildaSwinton,MiaGoth,horror  thriller,Suspiria,DakotaJohnson TildaSwinton MiaGoth LucaGuadagnino horror  thriller
DavidG.Evans,SarahDrew,JustinBruening,JasonGeorge,drama  war,Indivisible,SarahDrew JustinBruening JasonGeorge DavidG.Evans drama  war
DavidMcCracken,MikeC.Nelson,JenniMelear,DavidMcCracken,action  drama  thriller,Bullitt County,MikeC.Nelson JenniMelear DavidMcCracken DavidMcCracken action  drama  thriller
BryanSinger,RamiMalek,LucyBoynton,GwilymLee,music  drama  history,Bohemian Rhapsody,RamiMalek LucyBoynton GwilymLee BryanSinger music  drama  history
"LasseHallström,JoeJohnston",KeiraKnightley,MackenzieFoy,EugenioDerbez,fantasy  adventure  family,The Nutcracker and the Four Realms,"KeiraKnightley MackenzieFoy EugenioDerbez LasseHallström,JoeJohnston fantasy  adventure  family"
TylerPerry,TiffanyHaddish,TikaSumpter,OmariHardwick,comedy  romance,Nobody's Fool,TiffanyHaddish TikaSumpter OmariHardwick TylerPerry comedy  romance
JoelEdgerton,LucasHedges,NicoleKidman,RussellCrowe,drama,Boy Erased,LucasHedges NicoleKidman RussellCrowe JoelEdgerton drama
MatthewHeineman,RosamundPike,JamieDornan,StanleyTucci,war  drama,A Private War,RosamundPike JamieDornan StanleyTucci MatthewHeineman war  drama
JosephKahn,CalumWorthy,JackieLong,RoryUphold,drama  comedy  music,Bodied,CalumWorthy JackieLong RoryUphold JosephKahn drama  comedy  music
JasonReitman,HughJackman,VeraFarmiga,J.K.Simmons,drama  history,The Front Runner,HughJackman VeraFarmiga J.K.Simmons JasonReitman drama  history
"YarrowCheney,ScottMosier",BenedictCumberbatch,RashidaJones,KenanThompson,animation  family  comedy  fantasy,The Grinch,"BenedictCumberbatch RashidaJones KenanThompson YarrowCheney,ScottMosier animation  family  comedy  fantasy"
FedeÁlvarez,ClaireFoy,SverrirGudnason,LakeithStanfield,action  crime  thriller  drama,The Girl in the Spider's Web,ClaireFoy SverrirGudnason LakeithStanfield FedeÁlvarez action  crime  thriller  drama
JuliusAvery,JovanAdepo,WyattRussell,MathildeOllivier,horror  war  science fiction,Overlord,JovanAdepo WyattRussell MathildeOllivier JuliusAvery horror  war  science fiction
JoelandEthanCoen,TimBlakeNelson,ZoeKazan,LiamNeeson,comedy  drama  western,The Ballad of Buster Scruggs,TimBlakeNelson ZoeKazan LiamNeeson JoelandEthanCoen comedy  drama  western
DanielFabelo&MattHullum,GavinFree,MichaelJones,BurnieBurns,science fiction  action  adventure  comedy,Lazer Team 2,GavinFree MichaelJones BurnieBurns DanielFabelo&MattHullum science fiction  action  adventure  comedy
DavidYates,EddieRedmayne,KatherineWaterston,DanFogler,adventure  fantasy  drama,Fantastic Beasts: The Crimes of Grindelwald,EddieRedmayne KatherineWaterston DanFogler DavidYates adventure  fantasy  drama
SteveMcQueen,ViolaDavis,MichelleRodriguez,ElizabethDebicki,crime  thriller,Widows,ViolaDavis MichelleRodriguez ElizabethDebicki SteveMcQueen crime  thriller
SeanAnders,MarkWahlberg,RoseByrne,IsabelaMoner,comedy  drama,Instant Family,MarkWahlberg RoseByrne IsabelaMoner SeanAnders comedy  drama
"RichMoore,PhilJohnston",JohnC.Reilly,SarahSilverman,GalGadot,family  animation  comedy  adventure,Ralph Breaks the Internet,"JohnC.Reilly SarahSilverman GalGadot RichMoore,PhilJohnston family  animation  comedy  adventure"
StevenCapleJr.,MichaelB.Jordan,SylvesterStallone,TessaThompson,drama,Creed II,MichaelB.Jordan SylvesterStallone TessaThompson StevenCapleJr. drama
PeterFarrelly,ViggoMortensen,MahershalaAli,LindaCardellini,drama  comedy,Green Book,ViggoMortensen MahershalaAli LindaCardellini PeterFarrelly drama  comedy
OttoBathurst,TaronEgerton,JamieFoxx,BenMendelsohn,adventure,Robin Hood,TaronEgerton JamieFoxx BenMendelsohn OttoBathurst adventure
AlfonsoCuarón,YalitzaAparicio,MarinadeTavira,FernandoGrediaga,drama,Roma,YalitzaAparicio MarinadeTavira FernandoGrediaga AlfonsoCuarón drama
YorgosLanthimos,OliviaColman,EmmaStone,RachelWeisz,history  drama  comedy,The Favourite,OliviaColman EmmaStone RachelWeisz YorgosLanthimos history  drama  comedy
AndySerkis,RohanChand,ChristianBale,CateBlanchett,adventure  drama,Mowgli: Legend of the Jungle,RohanChand ChristianBale CateBlanchett AndySerkis adventure  drama
JohnMcPhail,EllaHunt,MalcolmCumming,MarliSiu,horror  comedy  fantasy,Anna and the Apocalypse,EllaHunt MalcolmCumming MarliSiu JohnMcPhail horror  comedy  fantasy
NadineLabaki,ZainAlRafeea,YordanosShiferaw,BoluwatifeTreasureBankole,drama,Capernaum,ZainAlRafeea YordanosShiferaw BoluwatifeTreasureBankole NadineLabaki drama
JosieRourke,SaoirseRonan,MargotRobbie,JackLowden,drama  history,Mary Queen of Scots,SaoirseRonan MargotRobbie JackLowden JosieRourke drama  history
PeterHedges,LucasHedges,JuliaRoberts,KathrynNewton,drama,Ben Is Back,LucasHedges JuliaRoberts KathrynNewton PeterHedges drama
"BobPersichetti,PeterRamsey,RodneyRothman",ShameikMoore,JakeJohnson,HaileeSteinfeld,action  adventure  animation  science fiction  comedy,Spider-Man: Into the Spider-Verse,"ShameikMoore JakeJohnson HaileeSteinfeld BobPersichetti,PeterRamsey,RodneyRothman action  adventure  animation  science fiction  comedy"
ChristianRivers,HugoWeaving,HeraHilmar,RobertSheehan,adventure  science fiction,Mortal Engines,HugoWeaving HeraHilmar RobertSheehan ChristianRivers adventure  science fiction
ClintEastwood,ClintEastwood,BradleyCooper,LaurenceFishburne,crime  drama  thriller,The Mule,ClintEastwood BradleyCooper LaurenceFishburne ClintEastwood crime  drama  thriller
BarryJenkins,KikiLayne,StephanJames,TeyonahParris,romance  drama,If Beale Street Could Talk,KikiLayne StephanJames TeyonahParris BarryJenkins romance  drama
RobMarshall,EmilyBlunt,Lin-ManuelMiranda,BenWhishaw,fantasy  family  comedy,Mary Poppins Returns,EmilyBlunt Lin-ManuelMiranda BenWhishaw RobMarshall fantasy  family  comedy
JamesWan,JasonMomoa,AmberHeard,WillemDafoe,action  adventure  fantasy,Aquaman,JasonMomoa AmberHeard WillemDafoe JamesWan action  adventure  fantasy
TravisKnight,HaileeSteinfeld,JohnCena,JorgeLendeborgJr.,action  adventure  science fiction,Bumblebee,HaileeSteinfeld JohnCena JorgeLendeborgJr. TravisKnight action  adventure  science fiction
RobertZemeckis,SteveCarell,LeslieMann,DianeKruger,drama  comedy  fantasy,Welcome to Marwen,SteveCarell LeslieMann DianeKruger RobertZemeckis drama  comedy  fantasy
PeterSegal,JenniferLopez,LeahRemini,VanessaHudgens,romance  comedy,Second Act,JenniferLopez LeahRemini VanessaHudgens PeterSegal romance  comedy
PawełPawlikowski,JoannaKulig,TomaszKot,AgataKulesza,comedy  romance,Cold War,JoannaKulig TomaszKot AgataKulesza PawełPawlikowski comedy  romance
EtanCohen,WillFerrell,JohnC.Reilly,RebeccaHall,mystery  adventure  comedy  crime,Holmes & Watson,WillFerrell JohnC.Reilly RebeccaHall EtanCohen mystery  adventure  comedy  crime
AdamMcKay,ChristianBale,AmyAdams,SteveCarell,thriller  science fiction  action  adventure,Vice,ChristianBale AmyAdams SteveCarell AdamMcKay thriller  science fiction  action  adventure
MimiLeder,FelicityJones,ArmieHammer,JustinTheroux,drama  history,On the Basis of Sex,FelicityJones ArmieHammer JustinTheroux MimiLeder drama  history
KarynKusama,NicoleKidman,SebastianStan,TobyKebbell,thriller  crime  drama  action,Destroyer,NicoleKidman SebastianStan TobyKebbell KarynKusama thriller  crime  drama  action
DavidSlade,FionnWhitehead,WillPoulter,AsimChaudhry,science fiction  mystery  drama  thriller  tv movie,Black Mirror: Bandersnatch,FionnWhitehead WillPoulter AsimChaudhry DavidSlade science fiction  mystery  drama  thriller  tv movie
